Airline,Airline,Date_Actual,Freight_In_(tonnes)
Silk Air,Silk Air,2018-11-01,19.468666666666596
Silk Air,Silk Air,2018-12-01,19.128666666666593
Singapore Airlines,Singapore Airlines,2017-11-01,
Singapore Airlines,Singapore Airlines,2017-12-01,
Singapore Airlines,Singapore Airlines,2018-01-01,7677.174666666666
Singapore Airlines,Singapore Airlines,2018-02-01,6749.7593333333325
Singapore Airlines,Singapore Airlines,2018-03-01,6729.835666666666
Singapore Airlines,Singapore Airlines,2018-04-01,6981.454666666667
Singapore Airlines,Singapore Airlines,2018-05-01,7582.146666666667
Singapore Airlines,Singapore Airlines,2018-06-01,7738.9726666666675
Singapore Airlines,Singapore Airlines,2018-07-01,8059.162
Singapore Airlines,Singapore Airlines,2018-08-01,8190.071
Singapore Airlines,Singapore Airlines,2018-09-01,8254.678333333333
Singapore Airlines,Singapore Airlines,2018-10-01,8159.488999999999
Singapore Airlines,Singapore Airlines,2018-11-01,8189.914666666667
Singapore Airlines,Singapore Airlines,2018-12-01,7930.204333333332
Solomon Airlines,Solomon Airlines,2017-11-01,
Solomon Airlines,Solomon Airlines,2017-12-01,
Solomon Airlines,Solomon Airlines,2018-01-01,6.861333333332727
Solomon Airlines,Solomon Airlines,2018-02-01,5.521999999999394
Solomon Airlines,Solomon Airlines,2018-03-01,5.875999999999394
Solomon Airlines,Solomon Airlines,2018-04-01,4.991333333332727
Solomon Airlines,Solomon Airlines,2018-05-01,5.164666666666061
Solomon Airlines,Solomon Airlines,2018-06-01,5.620333333332727
Solomon Airlines,Solomon Airlines,2018-07-01,4.672333333332728
Solomon Airlines,Solomon Airlines,2018-08-01,6.140666666666061
Solomon Airlines,Solomon Airlines,2018-09-01,4.764999999999394
Solomon Airlines,Solomon Airlines,2018-10-01,6.123333333332727
Solomon Airlines,Solomon Airlines,2018-11-01,4.545666666666061
Solomon Airlines,Solomon Airlines,2018-12-01,3.9059999999993944
South African Airways,South African Airways,2017-11-01,
South African Airways,South African Airways,2017-12-01,
South African Airways,South African Airways,2018-01-01,95.88466666666606
South African Airways,South African Airways,2018-02-01,90.40066666666605
South African Airways,South African Airways,2018-03-01,92.66433333333272
South African Airways,South African Airways,2018-04-01,87.42266666666605
South African Airways,South African Airways,2018-05-01,102.30566666666607
South African Airways,South African Airways,2018-06-01,94.45033333333272
South African Airways,South African Airways,2018-07-01,98.36066666666606
South African Airways,South African Airways,2018-08-01,103.21633333333273
South African Airways,South African Airways,2018-09-01,113.06633333333274
South African Airways,South African Airways,2018-10-01,117.1309999999994
South African Airways,South African Airways,2018-11-01,104.05733333333274
South African Airways,South African Airways,2018-12-01,98.35933333333274
SriLankan Airlines,SriLankan Airlines,2017-11-01,
SriLankan Airlines,SriLankan Airlines,2017-12-01,
SriLankan Airlines,SriLankan Airlines,2018-01-01,186.13533333333274
SriLankan Airlines,SriLankan Airlines,2018-02-01,171.24866666666608
SriLankan Airlines,SriLankan Airlines,2018-03-01,182.27333333333274
SriLankan Airlines,SriLankan Airlines,2018-04-01,201.0249999999994
SriLankan Airlines,SriLankan Airlines,2018-05-01,201.98666666666608
SriLankan Airlines,SriLankan Airlines,2018-06-01,186.77266666666605
SriLankan Airlines,SriLankan Airlines,2018-07-01,195.1889999999994
SriLankan Airlines,SriLankan Airlines,2018-08-01,218.19866666666607
SriLankan Airlines,SriLankan Airlines,2018-09-01,248.8959999999994
SriLankan Airlines,SriLankan Airlines,2018-10-01,261.7869999999994
SriLankan Airlines,SriLankan Airlines,2018-11-01,260.6379999999994
SriLankan Airlines,SriLankan Airlines,2018-12-01,248.20666666666605
Tasman Cargo Airlines,Tasman Cargo Airlines,2017-11-01,
Tasman Cargo Airlines,Tasman Cargo Airlines,2017-12-01,
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-01-01,424.47466666666605
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-02-01,387.77399999999943
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-03-01,386.23666666666605
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-04-01,379.3313333333328
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-05-01,376.5079999999994
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-06-01,322.7699999999994
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-07-01,357.747666666666
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-08-01,427.0766666666661
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-09-01,478.30299999999943
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-10-01,505.95333333333275
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-11-01,511.07966666666607
Tasman Cargo Airlines,Tasman Cargo Airlines,2018-12-01,558.2899999999994
Thai Airways International,Thai Airways International,2017-11-01,
Thai Airways International,Thai Airways International,2017-12-01,
Thai Airways International,Thai Airways International,2018-01-01,1335.4543333333327
Thai Airways International,Thai Airways International,2018-02-01,1244.2063333333326
Thai Airways International,Thai Airways International,2018-03-01,1314.8203333333327
Thai Airways International,Thai Airways International,2018-04-01,1364.9526666666661
Thai Airways International,Thai Airways International,2018-05-01,1445.8889999999992
Thai Airways International,Thai Airways International,2018-06-01,1412.9333333333327
Thai Airways International,Thai Airways International,2018-07-01,1479.5143333333326
Thai Airways International,Thai Airways International,2018-08-01,1508.1959999999992
Thai Airways International,Thai Airways International,2018-09-01,1542.3076666666664
Thai Airways International,Thai Airways International,2018-10-01,1602.8073333333325
Thai Airways International,Thai Airways International,2018-11-01,1494.4496666666662
Thai Airways International,Thai Airways International,2018-12-01,1374.3646666666662
Tianjin Airlines,Tianjin Airlines,2017-11-01,
Tianjin Airlines,Tianjin Airlines,2017-12-01,
Tianjin Airlines,Tianjin Airlines,2018-01-01,48.55699999999939
Tianjin Airlines,Tianjin Airlines,2018-02-01,42.30366666666606
Tianjin Airlines,Tianjin Airlines,2018-03-01,28.765333333332723
Tianjin Airlines,Tianjin Airlines,2018-04-01,46.01899999999939
Tianjin Airlines,Tianjin Airlines,2018-05-01,53.45733333333272
Tianjin Airlines,Tianjin Airlines,2018-06-01,102.29033333333273
Tianjin Airlines,Tianjin Airlines,2018-07-01,135.7713333333327
Tianjin Airlines,Tianjin Airlines,2018-08-01,192.34133333333273
Tianjin Airlines,Tianjin Airlines,2018-09-01,197.40233333333273
Tianjin Airlines,Tianjin Airlines,2018-10-01,219.77866666666606
Tianjin Airlines,Tianjin Airlines,2018-11-01,212.55399999999938
Tianjin Airlines,Tianjin Airlines,2018-12-01,250.68699999999941
United Airlines,United Airlines,2017-11-01,
United Airlines,United Airlines,2017-12-01,
United Airlines,United Airlines,2018-01-01,498.9169999999994
United Airlines,United Airlines,2018-02-01,474.7913333333327
United Airlines,United Airlines,2018-03-01,507.55333333333266
United Airlines,United Airlines,2018-04-01,515.1313333333327
United Airlines,United Airlines,2018-05-01,576.5843333333327
United Airlines,United Airlines,2018-06-01,635.6069999999994
United Airlines,United Airlines,2018-07-01,750.9176666666659
United Airlines,United Airlines,2018-08-01,756.9119999999994
United Airlines,United Airlines,2018-09-01,689.8749999999994
United Airlines,United Airlines,2018-10-01,618.0959999999994
United Airlines,United Airlines,2018-11-01,568.6809999999995
United Airlines,United Airlines,2018-12-01,544.4829999999994
United Parcel Service,United Parcel Service,2017-11-01,
United Parcel Service,United Parcel Service,2017-12-01,
United Parcel Service,United Parcel Service,2018-01-01,1706.6459999999995
United Parcel Service,United Parcel Service,2018-02-01,1569.1303333333328
United Parcel Service,United Parcel Service,2018-03-01,1605.7189999999994
United Parcel Service,United Parcel Service,2018-04-01,1694.6789999999994
United Parcel Service,United Parcel Service,2018-05-01,1849.1923333333325
United Parcel Service,United Parcel Service,2018-06-01,1876.4253333333327
United Parcel Service,United Parcel Service,2018-07-01,1835.6886666666662
United Parcel Service,United Parcel Service,2018-08-01,1756.5273333333328
United Parcel Service,United Parcel Service,2018-09-01,1717.4643333333327
United Parcel Service,United Parcel Service,2018-10-01,1818.9963333333326
United Parcel Service,United Parcel Service,2018-11-01,1702.575333333333
United Parcel Service,United Parcel Service,2018-12-01,1597.5886666666663
Vietnam Airlines,Vietnam Airlines,2017-11-01,
Vietnam Airlines,Vietnam Airlines,2017-12-01,
Vietnam Airlines,Vietnam Airlines,2018-01-01,823.4693333333329
Vietnam Airlines,Vietnam Airlines,2018-02-01,782.8689999999993
Vietnam Airlines,Vietnam Airlines,2018-03-01,809.3293333333328
Vietnam Airlines,Vietnam Airlines,2018-04-01,876.9123333333328
Vietnam Airlines,Vietnam Airlines,2018-05-01,894.4056666666661
Vietnam Airlines,Vietnam Airlines,2018-06-01,902.7003333333328
Vietnam Airlines,Vietnam Airlines,2018-07-01,880.0663333333328
Vietnam Airlines,Vietnam Airlines,2018-08-01,896.2533333333328
Vietnam Airlines,Vietnam Airlines,2018-09-01,936.764666666666
Vietnam Airlines,Vietnam Airlines,2018-10-01,942.6476666666662
Vietnam Airlines,Vietnam Airlines,2018-11-01,930.6029999999995
Vietnam Airlines,Vietnam Airlines,2018-12-01,859.6213333333329
Virgin Australia,Virgin Australia,2017-11-01,
Virgin Australia,Virgin Australia,2017-12-01,
Virgin Australia,Virgin Australia,2018-01-01,946.1956666666662
Virgin Australia,Virgin Australia,2018-02-01,822.8839999999994
Virgin Australia,Virgin Australia,2018-03-01,807.2426666666661
Virgin Australia,Virgin Australia,2018-04-01,864.9543333333328
Virgin Australia,Virgin Australia,2018-05-01,961.8656666666661
Virgin Australia,Virgin Australia,2018-06-01,1049.462333333333
Virgin Australia,Virgin Australia,2018-07-01,1232.8736666666662
Virgin Australia,Virgin Australia,2018-08-01,1498.8659999999993
Virgin Australia,Virgin Australia,2018-09-01,1560.184666666666
Virgin Australia,Virgin Australia,2018-10-01,1534.9519999999993
Virgin Australia,Virgin Australia,2018-11-01,1427.3606666666662
Virgin Australia,Virgin Australia,2018-12-01,1402.8053333333328
Virgin Samoa,Virgin Samoa,2017-11-01,
Xiamen Airlines,Xiamen Airlines,2017-11-01,
Xiamen Airlines,Xiamen Airlines,2017-12-01,
Xiamen Airlines,Xiamen Airlines,2018-01-01,428.3826666666661
Xiamen Airlines,Xiamen Airlines,2018-02-01,348.7543333333328
Xiamen Airlines,Xiamen Airlines,2018-03-01,352.47499999999945
Xiamen Airlines,Xiamen Airlines,2018-04-01,381.6966666666661
Xiamen Airlines,Xiamen Airlines,2018-05-01,458.98066666666614
Xiamen Airlines,Xiamen Airlines,2018-06-01,461.48699999999945
Xiamen Airlines,Xiamen Airlines,2018-07-01,485.7449999999995
Xiamen Airlines,Xiamen Airlines,2018-08-01,485.9419999999995
Xiamen Airlines,Xiamen Airlines,2018-09-01,493.6259999999995
Xiamen Airlines,Xiamen Airlines,2018-10-01,457.8633333333328
Xiamen Airlines,Xiamen Airlines,2018-11-01,468.73966666666615
Xiamen Airlines,Xiamen Airlines,2018-12-01,460.4883333333328
